geneNID,variantNID
13047,77331
4155,174569
1281,174571
10605,77363
5455,77411
14427,174593
7341,174603
5269,77469
3783,1015
3541,77507
8487,77513
6259,77523
1831,77525
861,77535
12987,77537
281,77545
6259,77545
5251,77555
13517,15047
13833,77571
10409,77577
9743,77583
11413,77627
3475,15049
17079,77641
5845,77643
7025,77655
4235,77657
1873,1017
10721,77679
6467,77683
12075,77695
7163,77697
1313,77699
13771,77703
16449,77711
15035,77717
13993,77721
4559,77727
22255,77727
7263,77749
10631,77753
10633,77753
10631,77757
10633,77757
10635,77757
17473,77761
6219,77773
6481,77773
4561,77775
3303,77777
14619,77789
10445,77809
19949,77815
7407,174671
7263,77821
10631,77827
10633,77827
11847,77831
10631,77849
10633,77849
10635,77849
4561,77851
3317,77855
4569,77865
22255,77865
10631,77877
9037,77895
13251,77901
1379,77909
13205,77913
8413,77915
8413,77917
13205,77919
9897,77933
9089,77949
18557,15073
12489,77975
15217,77995
5131,78003
10709,78019
11791,15095
13871,78095
8053,78107
11023,78125
2319,78147
7619,78229
22613,78241
16551,78255
7619,78261
16551,78265
107,174755
8361,174757
18141,78283
12445,78291
11691,78309
13049,78337
9247,78341
3675,78343
6321,78345
11573,15101
17343,15103
17343,15105
10041,78381
15331,78399
1229,174805
6887,15113
85,174807
3221,15129
5551,15129
14785,78439
7065,78455
12343,174825
9125,78465
6903,78477
13047,78487
7027,78533
9163,174841
7273,78563
7489,78563
13441,78581
1889,78601
1889,78611
8487,78623
6311,78627
1125,78631
6311,78639
13217,78647
4397,78651
7865,78655
13137,78681
11041,78683
10081,78697
20961,78697
6715,78703
935,78715
4239,78721
15603,78723
5947,174887
16551,15157
9093,15159
1209,78743
1209,78745
15633,78747
13223,78757
14249,78761
15793,78779
10445,78801
6135,174909
3631,78817
4561,78823
14629,78829
17473,78839
337,78859
2731,78871
17469,78881
16129,174937
9089,78919
17603,78925
6255,78933
10187,78939
6955,78947
13627,174945
11183,78983
15249,79025
12513,79041
4699,79061
4145,15217
7679,15223
8477,79077
13763,79085
7745,79089
7745,79101
13049,79123
7147,15231
13049,79159
17877,79161
18361,79161
13049,79165
1173,79169
13585,15235
11997,79195
15959,79201
15335,79209
2077,79213
16173,79219
12483,79229
18313,79229
3987,175029
257,79237
8211,79247
14629,79253
1525,79259
8483,79269
8745,79271
11697,175047
18673,79287
7371,175059
13049,79313
13049,79315
13049,79317
6259,79329
7545,79343
4881,15253
6219,79367
6481,79367
257,79383
573,79391
10409,79397
1221,79407
257,79435
257,79437
259,79449
259,79451
137,79455
2265,79463
1299,175085
12853,175087
16781,79503
5653,175095
10777,79511
3345,15261
617,79515
15697,79517
363,79519
13047,79527
6903,79533
20895,79539
3327,79547
15067,79561
19283,175119
11531,175129
15463,79581
20131,15287
4833,175139
5637,79599
4853,175149
1547,79613
12321,15295
2751,15297
2751,15301
1221,175159
16529,79637
1223,79647
775,175169
16529,79661
18557,79663
6157,79679
16529,79681
2535,15311
4775,79685
17533,79691
5063,79697
16529,79699
12297,175197
14015,79707
16529,79709
10959,79711
16529,79713
16529,79717
6041,175205
5733,15315
10719,79719
8613,79723
12959,79729
8525,15321
4095,79733
9935,79739
6701,15323
8613,79759
2735,79765
17405,79769
13753,79773
1601,175231
11569,79783
11957,175241
2917,175249
22815,79823
9237,15331
8289,175267
4253,79847
4191,79855
15707,175281
8337,79865
20803,79869
7931,175301
4037,175309
7389,79883
947,79887
2293,79895
6645,175341
7271,79903
7389,79909
1533,175355
8599,79919
8525,79921
8615,79931
9073,79933
6621,79941
7905,79965
4755,15361
12761,79989
6701,79991
11159,80003
8063,80013
2651,80015
6183,80021
6259,80029
861,80041
861,80043
7189,80045
8063,80051
2651,80053
6259,80055
2651,80063
8487,80065
3607,80067
2921,80069
8695,175401
8063,80077
1653,80079
1177,80089
6259,80097
11111,80099
17773,80099
6259,80103
861,80105
1831,80107
861,80113
2651,80115
2975,80121
6259,80129
18193,80131
8063,80133
2975,80135
6259,80139
22055,80139
2699,80141
12119,80145
2699,80147
10919,80153
4397,80155
2651,80161
13099,80163
9213,80169
18589,15375
1601,80183
347,80191
1153,175425
12905,80199
5775,80227
13253,80233
347,80245
1121,15385
6673,175447
3513,175449
13017,80271
6713,80275
1543,15391
11915,80299
14197,175463
11939,80319
15553,15399
18621,80341
7931,80359
3171,80369
14667,80385
17089,80387
1209,80403
18841,175493
9189,175497
15633,80415
4985,1051
3485,80439
15633,80449
12075,80459
6925,80469
3903,175515
6041,175517
3417,80485
1133,15419
21577,80509
12075,80535
14677,80539
13873,80543
14267,80545
17473,80551
7681,175553
8809,15425
16867,15425
5939,80595
353,80599
5939,80601
6217,80605
6917,80615
15167,80637
21647,80639
10631,80641
10633,80641
9939,80649
10445,80663
17475,80673
10631,80679
10633,80679
10635,80679
18551,80679
17473,80707
6219,80713
13661,80719
10631,80721
10633,80721
3631,80733
16047,175627
21057,175627
16117,80779
6219,80803
6481,80803
4969,175639
22187,80815
6179,80849
8131,80863
5241,175677
14073,15437
8875,80907
17469,1735
5313,1737
8975,80915
12485,80931
6369,15439
399,80963
18009,80967
1321,80971
19283,175707
12233,80985
19899,15441
573,81009
17195,81015
12233,81017
12233,81019
9059,81027
8975,81033
11007,81065
3193,81079
12829,81081
1635,175725
8975,81097
12485,81101
17479,81109
11087,175739
4009,81127
6955,81135
1431,81139
15249,81185
12825,81189
19175,81205
2243,81223
13427,81241
6783,81249
6783,81263
2517,175777
12015,81277
11023,81281
4563,175793
19175,81311
11459,1743
11639,81369
13427,81375
15069,175815
10249,1063
1407,81411
2159,81413
11023,81421
11023,81449
4933,175839
319,81473
7987,81475
18817,175851
2605,15463
22195,81517
841,1749
841,1751
3621,81529
5143,15473
1985,175879
8593,81547
1395,1763
7137,1763
1911,175887
9727,1765
6259,15481
3839,15489
2755,81579
16551,81583
3625,81589
1543,81609
2703,175909
14801,81611
16551,81629
18283,81641
5923,81643
7745,81651
24657,81655
17259,81673
16551,81679
11567,81695
16551,81713
7745,81717
7619,15521
7745,81755
359,15535
7745,81777
8521,15537
16551,81787
243,175955
7745,81791
10913,81801
18757,15545
13049,81803
615,81809
1977,81817
13049,81819
1385,15553
615,81825
13049,81845
705,81867
3121,81875
2135,175989
16799,81891
7835,81893
9063,81893
20977,81893
13049,81899
16595,81909
577,176003
13161,81929
15335,81931
1187,15581
10181,81933
13465,81939
12231,15583
3927,81943
19493,81943
21299,81943
17839,81955
497,176021
7613,81979
17297,81981
22673,81981
3829,82009
13055,15607
15337,82033
11247,82035
11247,82053
5923,15615
13,82065
7495,82067
13639,82071
8785,1069
9783,82083
1461,15625
8521,82089
13639,82095
15981,82113
4123,82121
2457,15647
9879,15647
1511,176109
4717,82173
491,176115
12031,176117
1221,82177
7745,15659
4457,82195
4179,15663
4675,176133
1001,82199
1573,176141
8453,82215
1279,82217
8313,82253
13559,82265
11251,176177
14827,82273
3005,82277
20747,82283
8047,176209
5421,176229
16991,15721
6903,15723
14313,82315
4239,82323
3833,176249
1209,82325
3839,82331
8985,176267
1957,82375
11553,82377
11815,82379
2909,176277
3839,82391
12567,82397
10445,82399
5751,176281
8977,15745
585,82411
10631,82417
10633,82417
10635,82417
11527,82429
18841,82431
19275,82437
15167,82449
3317,82451
495,15755
16347,82461
11553,82463
9869,82469
16551,15759
15181,82477
11083,82479
15811,82495
10629,82497
8587,1805
3317,82505
2055,82507
5833,176323
6219,82519
6481,82519
11165,176325
11231,82521
15181,82531
1525,82541
10629,82551
14625,82557
20945,82569
16695,15793
18841,15799
10243,15801
9163,176379
17649,15803
16695,15813
9095,1085
3469,176441
14259,15841
1071,15845
8571,176467
6075,15855
16295,176489
5755,15857
6949,176501
14771,15873
16477,15875
21029,1089
3059,176523
9897,15891
12179,176545
13075,176575
6667,176579
13049,15921
11785,176593
5121,15925
1517,176597
1355,15929
16585,15933
11909,15943
1671,176657
8861,1823
1533,176673
949,176675
7441,176703
16081,176731
22195,16001
2923,16007
17069,176747
9033,16011
13047,16013
1209,16015
11531,176761
13291,16027
3839,16029
5415,176779
3839,16035
1115,176789
2719,176805
3839,16053
6703,176821
4807,16065
22053,16073
17267,176845
6259,16077
2769,176867
10751,16085
1965,176929
4255,176947
12915,16107
3773,115135
885,115517
14197,115727
7005,115785
13563,115789
1857,115885
1857,115887
1857,115889
15331,115967
17655,115977
17655,115979
1221,115993
1221,115995
667,116001
2253,116029
6249,116175
1985,116349
15163,116459
6029,116463
1517,116485
21361,16127
4853,176983
151,176995
4057,177003
10457,116559
9647,116567
3121,116575
4281,116581
787,177025
16201,177025
549,177027
4323,116595
8993,116599
8237,116607
6075,16159
4185,116621
19603,116623
1611,116629
13045,177051
7865,16167
243,116639
13507,116645
3269,116647
8215,116647
9,116659
14091,116689
6451,116711
12925,116713
14007,116719
12739,116743
10303,116749
1021,116753
345,116763
5131,116777
5241,116781
19659,177123
8963,116809
809,177125
3403,116821
16685,116823
19279,116827
8063,116849
7439,116871
12379,116873
1149,116881
3123,177155
1673,116887
11305,116893
9141,116897
15117,116927
14789,116929
10525,116935
10709,16217
5137,116953
2237,177191
10743,116975
2759,177203
7439,116991
9707,177217
9937,117003
585,117009
9875,16239
8789,177233
9163,177235
113,177237
8513,117055
5839,117061
5415,117063
13383,117073
4263,1869
903,117081
4227,1117
16295,177293
7505,177301
10389,117203
10709,117209
19211,16293
8413,1873
2769,177315
8413,1875
18611,117239
13563,177331
12625,117257
11251,117273
3839,16313
5421,177351
12025,117311
16385,117313
11737,117323
7017,177365
8863,117327
6277,117329
2769,177371
5415,177373
1991,117345
10185,117349
17401,117363
10991,117365
1829,177393
12849,117383
4547,177403
13049,16343
8169,117405
10389,117423
8455,117437
841,1883
17853,1885
19099,1887
819,117443
7137,1891
9727,1891
4969,117449
11251,117473
3625,117475
15221,117487
1697,117505
7889,177445
3139,1123
863,177453
17991,117539
449,117549
5321,177473
6405,117563
21461,16405
11855,117599
4309,117617
20485,117623
21649,117623
3183,117625
9713,16435
13279,117665
6271,117673
7555,117687
5139,177553
10043,117715
1331,16465
6997,16471
11259,117753
16529,177585
12589,117783
1543,16479
10413,177605
21049,177605
2923,117795
13763,16489
11325,16491
12923,177613
3123,177617
4251,177627
8023,16497
9313,177639
5143,16507
8567,117867
3643,117879
18251,117879
11809,16515
9985,117889
7041,117901
16153,117903
5483,117905
373,16525
5415,177671
5809,177677
8675,117921
423,177691
4685,117951
7295,177701
3763,117967
231,117969
1173,118001
3507,1909
3491,16549
10413,177727
21049,177727
15549,118021
3377,118033
19283,177737
5777,118055
1635,118059
13959,1131
863,177773
9425,16571
13561,118105
1321,118139
4843,177801
18211,177801
10555,118141
11011,118177
17015,16589
12561,177833
15623,118215
22839,118215
9385,16595
15707,118221
5233,16601
19535,177873
9435,118267
6585,177891
8863,118309
16535,118315
4783,118317
20019,118321
13047,16631
8311,177915
1953,118351
9645,118357
14531,177935
7363,118373
7025,118383
14531,177953
5415,118407
8267,16671
6613,177965
2689,118459
22803,16677
8363,1139
14951,1139
6471,118501
13077,16687
22069,16689
25755,118513
5143,178013
4351,118539
16565,178015
7331,118553
13877,118553
10389,178027
3123,178031
15781,118571
18841,118581
10757,118583
2735,178049
3073,118599
5001,118603
6791,118609
6151,118613
18255,16717
3117,118617
1313,118625
3821,178065
13621,118627
6277,118641
10795,118653
19283,178075
3273,118657
14113,118667
1509,118669
8847,118683
5455,118685
14595,118695
20039,118713
12987,16751
1533,178105
15857,118729
1261,118733
5181,118741
14987,118749
11847,118761
12083,118761
13381,16765
7555,118769
19653,16771
9163,178135
8863,118795
11251,178149
14457,16779
11535,118803
2459,118817
4769,118817
7265,118823
19283,178173
6259,16793
973,178177
5235,118863
19283,178193
2737,16799
6157,118885
949,178215
8603,118909
5577,178225
11251,118921
9769,118925
12735,118945
18841,16837
18841,16839
317,118951
18621,118955
3541,16845
3497,118961
8633,118963
22463,118971
3377,118977
4613,178265
14383,178275
14313,119005
10121,119015
9763,119027
1623,119039
3675,16875
4323,178301
10487,119047
5835,178305
1221,16887
8319,119061
1183,178325
12785,119083
10631,16909
637,119123
5959,119123
14873,119125
13647,178359
15531,119131
12031,178369
2923,119155
16207,119163
10737,119171
12589,119173
2781,119177
9141,119183
12075,119211
14185,119211
8399,119215
4551,119217
12435,119235
20003,16947
1523,178411
12185,178427
12495,119267
6663,119269
1661,16959
10649,16963
7183,178439
14313,119287
4625,178449
11317,178449
4615,178451
11087,178455
5323,119303
9651,119313
323,119315
16529,119333
9937,119335
2645,119349
7453,119367
3617,119375
11535,119377
7923,119385
17779,119401
6841,119413
965,178511
14049,119421
14975,178517
7377,119423
189,119429
8215,119437
10181,119445
7343,16995
4057,119473
23855,17005
2565,119507
361,119513
8945,119519
16893,119521
6223,17015
8619,119535
15677,119537
5849,119541
5939,17023
4249,178581
1417,17031
9811,119577
2253,178595
3457,119603
10163,119605
2199,119607
10239,119611
1975,119617
3015,17047
10857,119647
3943,17061
11735,178625
4783,178631
8577,119671
13621,119673
19283,178635
3625,119685
7681,119689
13381,17081
12549,119711
2845,119723
1199,119725
637,119729
14145,119739
9485,119745
1395,178665
7137,178665
12179,119755
4837,119757
16371,119759
2909,178673
17403,119777
9367,17103
14073,17105
7213,119783
617,17107
4031,119797
4179,119813
11867,119819
3943,119827
3845,119835
5045,119837
17253,119853
1623,119855
9633,119855
797,119857
3261,178707
13205,17137
1863,119867
4561,119887
8533,178723
3277,17151
8963,119901
16979,119905
2725,119913
5319,178739
2665,119923
14719,119927
3675,17175
18103,119941
15175,178755
1523,178765
4323,178775
16963,178777
16053,119981
1793,178787
18857,119991
1873,119995
22623,120003
465,17199
10231,120011
13063,120017
13675,120019
435,120023
6075,17207
4091,120035
8415,120039
14073,178801
6007,120041
12859,120043
5045,120055
1359,17215
22187,120065
10651,178813
5281,120067
14229,120071
14711,178819
2205,120125
6007,178847
17435,178847
3123,178851
6277,120147
4323,178869
9029,120171
21667,120175
7745,120179
8319,17247
12517,120197
13269,120217
7613,17255
7613,17259
10865,120231
13487,178913
5723,178921
9893,120249
13037,120279
10741,120287
10347,120289
1199,120317
15181,120321
6611,120329
13963,120353
5321,17287
13485,120387
1623,120407
4155,120415
1649,120417
17217,120447
19283,178997
12925,120457
16707,120487
1623,120493
6467,120505
1531,120517
7453,120543
12513,1915
6667,120555
4859,120561
13253,120587
12075,120595
12689,120595
16529,120615
9141,120617
2795,120627
5503,120627
15717,120631
12859,120639
16129,120645
7709,120651
10271,120655
6229,17355
13327,120665
16517,120673
481,120677
549,1917
14759,120689
5455,120693
1199,120707
11209,120715
13363,1919
19905,1919
19905,1921
17767,120763
18309,120769
41,120781
73,120787
19135,17391
1209,17395
9127,120813
5005,120823
7861,120827
24411,17401
8069,120829
1809,120833
1325,120837
8609,120843
1929,120845
8153,120849
11083,120879
2651,17411
7213,120901
13157,120905
5167,17417
1939,120915
5167,17419
3279,120921
7051,120931
3513,120939
15543,120967
9935,17441
8741,121023
5857,121027
10351,121047
5121,121049
1547,121053
9077,121067
8925,17459
11027,121077
13305,121079
2785,121103
13213,17467
6903,17469
12339,121117
11665,121153
6277,121165
6727,121167
1533,121181
9141,121189
5849,121193
21599,121195
16595,17497
13559,121211
5853,121215
9965,1933
13083,17559
3839,17569
3839,17571
3071,17579
17297,17597
22673,17597
11985,17601
13049,17629
13049,17631
1657,1949
21619,1949
5121,17641
22839,17645
22839,17647
77,17675
7885,17683
20089,17693
6541,17725
13049,17741
13049,17743
13049,17745
21619,1955
12907,1957
16431,17819
9425,17823
3769,17833
10487,17841
373,17845
6845,17853
13291,17855
1577,17867
6285,17883
1595,17893
13769,17903
12081,17905
12567,17907
16551,17913
11455,17915
7745,17919
4179,17921
14931,17939
15507,17973
15979,17995
5833,179063
5833,179071
9031,179097
14073,179113
1375,179149
1375,179151
4543,179175
11867,179209
749,179251
71,179277
17451,179297
17981,179297
1987,179299
11425,179333
1937,179335
359,179339
11425,179345
12127,179393
7709,179411
7709,179425
3791,179433
14367,179433
3513,179465
5415,179527
2237,179531
2237,179547
2329,179581
2329,179585
2329,179587
4415,179589
5143,179601
17743,179673
77,179691
12727,179691
2135,179695
2135,179701
2135,179703
2135,179705
2135,179707
2135,179713
2135,179715
2135,179717
2135,179719
2135,179721
2135,179727
2135,179729
2135,179731
2135,179733
2135,179739
2135,179743
2135,179745
2135,179749
2135,179751
15707,179775
4513,179777
2733,179779
3183,179785
3183,179787
3183,179789
3183,179791
3183,179795
3183,179797
3183,179799
3183,179801
3183,179805
3183,179807
3183,179811
3183,179815
3183,179817
13157,179827
3183,179831
3183,179833
13157,179835
13157,179837
3183,179841
3183,179843
3183,179847
3183,179859
3183,179861
3183,179863
3183,179873
3183,179879
3183,179881
3183,179883
2751,179911
2135,179991
2135,179995
2135,179999
2135,180015
2135,180021
2135,180031
2135,180033
2135,180037
2135,180041
2135,180043
2135,180047
2135,180049
2135,180053
2135,180057
2135,180059
2135,180061
2135,180065
2135,180067
2135,180071
2135,180073
2135,180083
2135,180089
2135,180095
3921,180133
4561,180167
2169,180175
1957,180181
1957,180185
3415,180193
14561,180213
19265,180213
9189,180221
483,180237
953,180297
953,180313
4559,180335
22255,180335
4559,180341
22255,180341
4559,180347
22255,180347
4559,180365
22255,180365
4559,180375
22255,180375
3367,180381
4559,180397
22255,180397
4559,180399
22255,180399
4559,180435
22255,180435
4559,180463
22255,180463
4559,180469
22255,180469
4561,180479
6667,180485
6667,180487
6667,180491
4561,180499
5321,180513
17471,180515
5949,180545
8269,180599
949,180627
949,180629
423,180633
949,180645
423,180651
423,180653
423,180661
423,180669
423,180679
423,180681
423,180701
423,180703
423,180707
423,180709
423,180713
423,180719
949,180725
9773,180727
23799,180727
423,180729
423,180731
949,180733
949,180739
423,180743
1115,180751
1115,180755
1115,180757
1115,180759
401,180773
3123,180789
949,180797
3123,180803
3123,180813
949,180815
3123,180847
3123,180849
3123,180855
3123,180863
3123,180865
3123,180879
3123,180881
3123,180889
3123,180893
3123,180909
949,180913
3123,180917
3123,180925
3123,180931
3123,180937
3123,180939
11349,180941
9345,180945
949,180951
949,180959
949,180973
949,180975
4725,180981
4725,180983
4725,180985
5321,180987
949,181005
9345,181041
949,181047
10769,181069
5321,181073
10769,181075
19283,181079
19283,181081
19283,181083
19283,181089
19283,181093
19283,181101
8109,181105
19283,181109
19283,181111
19283,181113
19283,181119
19283,181121
19283,181125
631,181127
19283,181129
9127,181195
15819,181197
5583,181199
11935,181231
10401,181237
10401,181239
4839,181263
17649,181263
2553,181281
10021,181285
2785,181291
2785,181293
16129,181425
7005,181453
7005,181459
4615,181485
4615,181487
4615,181493
1117,181499
3073,181559
7207,181601
12589,181605
13627,181619
5195,181639
243,181653
12589,181657
243,181679
243,181683
243,181715
243,181737
243,181739
243,181751
12589,181777
243,181789
243,181827
243,181841
243,181843
243,181865
2755,181879
243,181917
243,181923
1355,182021
12589,182057
17655,182111
7681,182207
11217,182281
1933,182285
9163,182325
9163,182327
9163,182329
9163,182335
8907,18013
9163,182343
9163,182347
9163,182351
9163,182353
9163,182357
2517,182369
4109,182393
6673,182405
6673,182407
6673,182409
1529,182417
2845,182443
13749,182449
6135,182457
6135,182465
11473,182473
16597,182491
19659,182541
6135,182555
6135,182559
123,182575
10045,182625
10045,182627
601,182705
1517,182729
601,182793
4073,182797
2849,182801
12135,182861
1873,182877
10749,183029
11247,183073
11247,183135
4245,183169
5511,183189
5511,183207
5623,183221
4781,183231
8205,183239
8205,183245
8205,183247
7017,183253
5717,183367
5717,183369
2327,183403
2327,183411
2327,183413
4137,183419
5147,183423
5147,183453
7371,183473
4137,183475
3469,183517
3469,183521
3469,183523
3469,183525
14223,183549
1295,183559
1295,183583
1295,183587
4635,183591
4635,183597
1295,183607
7445,183615
14033,183617
1533,183619
10189,183627
10189,183631
1533,183635
1533,183639
1533,183641
1533,183643
14033,183697
4323,183711
14033,183723
10959,183725
3469,183755
13037,183775
13037,183781
3371,183791
11265,183791
271,183799
9161,183807
12777,183807
13147,183817
1533,183843
1533,183845
1533,183851
1533,183853
13147,183867
15953,183871
1397,183875
1397,183877
11583,183879
11583,183883
481,183885
481,183887
481,183903
481,183909
481,183911
481,183913
6645,183993
5155,184051
967,184113
7561,184115
12497,184133
2945,184169
11737,184175
2131,184257
4321,184265
4321,184267
9829,184287
6151,184345
1739,184381
5447,184487
8297,184513
15411,18027
16281,184645
16281,184715
5649,184721
5649,184723
5649,184725
11753,184779
2769,184781
5045,185007
4995,185013
5045,185015
8631,185033
8631,185035
8631,185037
8631,185041
8631,185043
8631,185045
8631,185049
8631,185051
8631,185057
8631,185061
6401,185665
12031,185687
12031,185689
11251,185717
3221,185723
57,185743
5179,185753
4097,185763
4897,185765
1889,185767
14525,185773
14525,185775
12041,185781
593,185787
4881,185793
4881,185795
4881,185817
16995,185861
1831,186347
2975,186385
8517,186399
1309,186401
5765,186403
1309,186407
2975,186411
7793,186413
4397,186501
22073,186501
11929,186505
829,186517
829,186523
829,186529
829,186531
829,186543
9013,186549
5129,186565
5129,186571
7051,186593
11483,186599
7795,186753
1983,186867
1983,186893
5777,186911
3627,186917
5241,187025
5241,187031
5241,187035
5241,187041
5241,187045
5241,187055
13721,187059
5241,187071
5241,187077
5241,187081
863,187289
863,187291
863,187293
2413,187309
8705,187319
17069,187349
17069,187355
17069,187357
2679,187427
13563,187463
13563,187467
13563,187681
13563,187695
4249,187773
4249,187775
4249,187777
4249,187779
4249,187781
4249,187783
4249,187799
4249,187819
13563,187847
13563,187849
4249,187861
8755,187881
4249,187889
4249,187895
10363,187907
10363,187919
10363,187923
8451,187925
8451,187931
13563,187947
13563,187949
14427,187953
4031,188005
13563,188103
13563,188107
13563,188117
13563,188141
7443,188201
7931,188255
12253,188257
7931,188267
5977,188273
7931,188279
7931,188291
7931,188293
8753,188311
8753,188317
6521,188343
8753,188351
5057,188373
14711,188391
14711,188395
5141,188561
4783,188591
12419,188633
5057,188663
10413,188799
21049,188799
10413,188801
21049,188801
10413,188803
21049,188803
10413,188805
21049,188805
10413,188807
21049,188807
10413,188809
21049,188809
10413,188811
21049,188811
10413,188817
21049,188817
11957,188835
2759,188863
2759,188865
2759,188871
2759,188873
2759,188875
2759,188877
2759,188879
2759,188895
13251,188897
2759,188901
955,188913
2759,188925
14113,188935
6719,188957
1985,188977
15403,188989
4833,188995
4833,188997
10413,189001
21049,189001
8741,189025
2711,189031
14055,189037
11445,189157
315,189203
8877,189215
1229,189233
1229,189235
1229,189237
1229,189243
1229,189245
12215,189275
513,189331
513,189341
513,189349
5007,189357
513,189359
1379,189367
1379,189369
1379,189387
1379,189391
3773,189409
3773,189413
1379,189421
1379,189423
3773,189475
3773,189489
3773,189495
1427,189577
5947,189611
5355,189615
5411,18037
3855,189619
4061,189629
4403,189635
7115,189653
7115,189655
13443,189667
1395,189735
7137,189735
5821,189759
5823,189789
2195,189793
4731,189835
4731,189837
3065,189969
3065,189973
11021,190073
355,190075
8607,190091
6883,190097
355,190105
5833,190115
11867,190147
9005,190159
14073,190167
3827,190181
4175,190235
5415,190255
5415,190289
2135,190295
2135,190297
2135,190299
2135,190303
3183,190321
14197,190323
3183,190325
3183,190327
3183,190333
6633,190335
7743,190343
3183,190347
3183,190349
3183,190353
13049,18073
2135,190373
2135,190375
2135,190387
2135,190389
2135,190391
2135,190393
2135,190401
2135,190403
2135,190409
5321,190471
953,190495
4559,190499
22255,190499
4559,190505
22255,190505
4559,190507
22255,190507
15175,190511
4559,190521
22255,190521
4559,190523
22255,190523
5321,190539
4559,190543
22255,190543
4559,190545
22255,190545
5321,190561
5577,190569
6267,190581
18817,190593
423,190599
949,190607
423,190619
423,190655
1115,190663
1115,190667
1115,190669
8635,190671
3123,190679
949,190699
9345,190727
949,190745
9345,190751
4725,190753
4725,190757
949,190761
13077,18091
5321,190781
5321,190797
5321,190799
19283,190803
19283,190805
3137,190849
15819,190875
14771,190883
14771,190887
1321,190903
3015,18103
2785,190919
1321,190921
2785,190923
2785,190925
2785,190927
2785,190929
15867,190945
16129,190973
5961,190987
13419,191009
5321,191043
5321,191057
243,191097
3925,191113
243,191125
1355,191151
1355,191167
1355,191171
6163,191181
17687,191207
17267,191211
10301,18129
7681,191235
2601,191249
10135,191251
11073,191265
2845,191283
5421,191289
5421,191293
13989,191331
2845,191341
6135,191347
201,18145
1543,191401
341,191405
17281,191407
497,191487
1511,191489
1511,191491
2569,191551
5397,18155
4245,191647
8205,191659
8205,191661
8205,191663
12135,191665
5717,191705
5147,191739
3469,191743
3469,191745
8849,191747
7403,191773
13079,191831
12777,191873
14685,191923
10719,191929
14685,191933
13187,18171
3815,191991
13775,192001
17537,192023
4947,192035
12881,192049
3795,192063
549,192075
549,192077
549,192079
7185,192161
1345,192209
3283,192239
3283,192241
3283,192251
275,192273
3617,192275
17769,192349
7411,192373
4995,192377
5045,192381
5045,192413
4995,192425
16853,192579
1043,192581
3297,192601
14525,192649
857,192693
2975,192817
2975,192819
2975,192821
1309,192823
1831,192849
5775,192855
5775,192857
829,192859
829,192861
5775,192863
829,192865
829,192871
927,192995
4771,18201
5241,193067
12387,193071
5241,193095
5241,193131
16447,193239
6663,193275
6663,193277
13563,193289
7931,193295
13563,193329
4249,193335
4249,193339
4249,193347
13563,193385
13563,193427
7931,193435
13563,193513
7931,193539
5989,193553
5989,193555
7931,193557
7025,193595
11697,193605
11233,193635
8695,193649
9763,193653
9763,193655
1039,193731
7389,18217
12269,193783
8757,193787
2759,193793
2759,193801
2759,193803
2759,193809
2759,193813
17761,193819
2723,193835
2723,193839
4833,193857
4833,193861
6937,193863
4833,193865
17697,193897
5809,193941
1047,193975
6867,193997
3891,194033
3891,194039
3773,194073
3773,194075
3773,194077
1379,194155
1379,194163
3359,194195
14307,194195
3215,194235
3215,194237
3215,194239
939,18267
18573,18267
7389,2003
4513,18273
17885,18281
19231,18281
17885,18283
5035,18289
18289,18301
7069,18303
3839,18327
16695,18337
20921,18355
7613,18363
17473,18369
12907,2023
3839,18405
16835,18421
355,2033
6259,18431
6793,2039
10631,18437
10633,18437
13873,18457
1313,18459
9855,18487
7447,18491
6259,18511
9935,18531
14073,18549
22155,18569
2257,18571
22839,18603
6471,18607
16595,18613
16595,18615
14791,2091
19873,18637
5241,18639
1543,18647
4051,18651
1325,2097
21619,18671
579,1183
2453,18699
11791,18705
5663,2123
6259,18715
6259,18717
6259,2127
12435,2129
6311,18725
17221,18739
11259,18743
15057,18747
3893,18751
1591,18753
4397,2145
22073,2145
1525,82603
22069,82605
22069,82607
2449,82619
4119,82619
2115,82631
15207,82647
13473,82649
16393,82655
14559,82661
1627,82719
17327,82739
10445,82755
14369,82791
14801,2151
15071,82811
12489,82827
6903,82829
6873,82831
7703,82849
6903,82853
9769,82865
9413,82873
15797,82897
3473,82917
17233,82921
5485,82951
3491,83013
2569,83027
5863,83031
18587,83055
16731,83079
16731,83081
18233,18801
18233,18803
17265,83093
16201,83095
24065,83097
10797,83111
21299,83119
19135,83129
11997,83137
11569,83151
14073,18807
4137,83163
2211,83171
15965,83173
6001,83175
13055,83189
10675,83195
14397,18815
2703,83247
2253,83265
7809,83283
10185,83321
6259,83331
6259,83335
6259,83341
22839,83357
131,83367
17087,83369
3295,83381
4849,83407
20793,83407
2131,105
10721,83415
3639,2173
6311,83419
23427,83423
281,83433
6259,83433
14607,83439
15571,83451
14977,83465
14953,83489
12105,83495
1177,83497
8363,83521
14951,83521
3177,83523
2651,83533
14811,83539
11197,83543
121,83547
4041,83565
15059,83567
17089,83575
13301,83605
4165,83651
5177,83663
13223,83689
15421,83695
17679,83719
707,83723
1661,83739
387,83755
11977,107
13427,83779
209,83833
8757,2187
10121,83845
5415,83903
6219,83907
6217,83909
12379,83935
5005,83953
7849,83959
10751,83975
12931,83979
12931,83987
22221,83987
14897,84021
