geneNID,variantNID
18841,84023
1547,84037
9855,18863
18247,84057
9969,84065
5143,84067
1609,84111
21823,84113
6519,84149
12435,84165
6203,84183
12435,84187
11809,84193
7389,84203
12799,84209
13187,84221
16595,18891
6783,84275
16835,84307
21585,84315
15457,84319
6953,84321
13651,84327
1169,84357
16033,84369
2081,84373
15089,84385
4177,84387
6621,84389
8689,84409
6259,18907
15551,84421
5307,84423
8607,84429
8319,84463
6281,84483
5011,84487
6473,84487
14867,84489
14885,84497
4217,84499
17161,84501
10529,84509
4083,84511
3277,84525
1889,84529
8059,84531
14923,84533
17885,84539
12757,84555
15917,84557
5115,18919
1591,84603
13049,84613
2463,84615
18675,84635
2075,84643
1873,84653
16265,18931
6657,84669
16529,84679
16529,84681
16529,84683
16529,84685
16529,84687
20243,84699
13771,84701
12655,84707
17475,1201
4409,84741
19655,84741
10243,84757
8659,84775
17349,84777
5755,84779
6577,84807
22187,84815
2535,19003
6259,84827
22055,84827
10655,84829
1379,84837
10891,84861
11785,84863
21043,84901
11985,84915
11569,84977
11569,84981
1115,19021
8545,84997
17513,84999
24417,85009
573,85019
177,85027
6259,85031
6259,85033
2873,85039
2873,85041
22839,19031
22839,19035
22187,85045
2873,85059
2873,85061
15931,19037
5923,85077
21287,2217
19563,85113
5033,2219
20063,2219
11573,19041
1673,85123
6259,85135
22055,85135
4397,85139
10741,85143
9083,85155
8975,85191
24591,85209
201,85223
3457,85231
10187,19063
11109,85253
10317,85261
2751,19073
1333,85279
919,85285
11569,85299
11569,85301
22839,85313
22839,85315
22053,19079
10255,85323
8947,85327
8577,85331
10119,85333
13041,85337
9083,85339
6915,85341
1121,19089
9083,85373
1497,85375
1497,85377
7389,85379
5513,85381
13381,85385
8579,85393
3031,85395
1331,85415
15411,19101
6263,19105
13077,85437
14097,85459
8975,85461
8975,85463
1633,85469
12435,85479
21585,85489
12925,85491
12355,85495
8363,111
10583,19115
4881,19117
16551,19121
5959,85547
19863,85551
1185,85555
22839,85559
7249,85563
1591,19123
1591,19125
10119,85583
751,85615
4227,2251
4227,2253
4227,2255
4227,2257
6117,85619
12063,85627
16529,85629
549,2267
6657,2277
6657,2283
6657,2293
6903,85639
6657,2303
6657,2305
6657,2307
6657,2309
6657,2315
6657,2317
6657,2321
6903,85645
6657,2323
6657,2325
6657,2327
6657,2329
6657,2331
6657,2333
6657,2335
5439,85649
3927,85651
19493,85651
21299,85651
10763,85679
12567,85683
12567,85685
14073,19141
14073,19143
2651,85717
2651,85719
2651,85721
18841,85725
22195,85761
2273,85771
7687,85777
22195,85803
18065,85813
6163,85819
5775,85847
95,85859
15863,85871
10639,85875
12843,85875
13049,85883
16817,85903
637,19163
5457,85917
22195,85927
13751,85931
22839,85935
22839,85937
22839,85939
22839,85941
22839,85943
3015,85947
3015,85949
3015,85953
3015,85957
9261,85989
3015,85993
3015,85995
3143,1213
10483,86015
15421,2361
3415,86051
14239,86059
739,86075
15177,86085
2291,86099
14801,86135
14801,86139
19119,86141
1623,86153
17073,86155
11251,19183
535,1217
5193,86173
9127,86185
603,86217
7335,86219
13763,86227
1463,86245
6219,86251
6481,86251
2553,86261
4687,86267
22251,86271
22839,86275
3015,86279
3015,86281
3015,86283
3015,86285
3015,86287
3015,86293
3015,86295
3015,86297
3015,86317
3015,86319
3015,86321
11873,86379
14801,86399
1209,86417
1547,86421
16585,86435
8231,86437
9127,86451
22839,86469
22839,86471
22839,86473
22839,86475
22839,86477
22839,86479
22839,86481
22839,86483
22839,86485
22839,86487
22839,86489
22839,86491
22839,86493
22839,86495
22839,86497
22839,86499
22839,86501
22839,86505
22839,86507
22839,86509
22839,86513
2105,86527
3507,86565
8909,86567
9345,86569
17549,86581
16795,86585
10409,86591
21439,86619
8985,19225
20009,86651
8581,86657
10477,86661
21039,86661
2437,86663
3409,86669
15181,86677
22683,86681
21881,86689
9855,86691
8231,86705
9767,2377
19899,86715
1209,86723
15503,2379
4027,86757
22839,86763
22839,86765
22839,86767
22839,86769
8557,86771
6471,19245
22839,86775
22839,86777
549,86779
22839,86783
11957,86803
4881,86811
11997,86813
10761,86865
17349,2383
3519,19265
15287,86917
3409,86921
9375,86923
12125,86923
14073,19279
14073,19281
1379,86955
3475,2385
16681,86967
1591,19283
2457,86981
9879,86981
6259,86987
6259,86989
6259,86991
6259,86993
8259,87009
1889,87033
7865,87037
22155,19291
1157,87073
3803,87077
5241,87087
10727,87089
1635,87099
2439,87101
1473,87105
1147,87121
10631,87127
10631,87129
10631,87131
10633,87131
10631,87133
10633,87133
10635,87133
10631,87135
10633,87135
10635,87135
17473,87137
12669,87139
10631,87145
10633,87145
10631,87149
10633,87149
10635,87149
10631,87151
10633,87151
10635,87151
10631,87161
10631,87163
10631,87165
10633,87165
10631,87167
10633,87167
10635,87167
17473,87169
10631,87177
10631,87179
10631,87181
10633,87181
10631,87183
10633,87183
10635,87183
10631,87185
10633,87185
10635,87185
10657,87185
17473,87187
10955,19317
10955,19319
3769,2389
9393,19321
10631,87189
10633,87189
10635,87189
2569,87195
5433,87209
6809,2391
11407,87223
4829,87225
865,87235
3481,19339
3481,19341
9767,19341
1347,19343
3595,19353
21805,19361
14545,19371
7505,121331
7447,19399
1527,19419
19625,19443
2443,19455
5,19459
1579,19473
3465,19485
5121,19535
5455,19549
5485,19553
5141,19577
5157,19613
627,19625
383,19631
3123,19647
2585,19669
16799,19669
2585,19671
16799,19671
2595,19695
2135,19709
1037,19711
4613,19745
775,19781
1633,19785
3239,19799
247,19837
13901,2425
17649,19907
4247,19913
1409,19931
13829,19945
8867,19949
14969,121589
11745,2435
967,121597
3819,121605
12051,121615
12845,121627
12411,19981
19175,19981
11791,20003
7207,121671
10631,20017
543,20021
16371,121695
21461,20027
5039,121703
3627,121711
2491,121713
13063,121719
13063,121741
19585,121747
8063,20069
6259,20073
11089,20075
18659,121759
13327,121769
7045,121777
6061,20091
2313,20093
21615,20109
5447,2465
12767,121819
16833,121821
17769,121825
9501,121831
6791,121857
5663,2475
4323,121863
12987,20147
20839,20151
18179,121883
4531,121885
9715,20163
17293,121889
19141,121895
1177,20169
4179,121899
1359,20177
211,121913
15979,121919
18043,2479
19919,121929
13113,121931
19135,20197
7747,20207
21753,121961
11111,121977
17773,121977
14629,20213
14505,121989
1533,121991
17187,121995
20959,122015
9911,122021
13213,122027
13469,122035
13495,122035
1543,20235
19585,122061
2341,20269
3411,20273
2923,122081
5769,122085
5049,20289
6779,122089
5901,20299
21715,20311
6219,20313
6481,20313
4243,122103
2397,122115
3387,20343
9345,20367
14667,20379
15177,20381
11083,20383
18841,20383
3839,20385
22477,20389
20691,122147
6389,20393
11373,20419
9083,122165
4239,20435
13063,122193
9457,122197
7713,122203
5427,20505
2529,20511
73,20517
19575,122219
15107,20527
10943,119
8745,20533
11285,122227
8827,122229
11577,20555
22123,122243
14779,20577
8487,20581
9087,122245
131,20585
2525,122253
10865,122255
16799,20593
22839,20603
6363,20615
8495,2505
9127,20625
10445,20627
19651,122281
7619,20637
13205,20639
135,20651
18009,122291
3319,122297
9003,122301
849,122319
8425,122327
211,20739
13055,20745
313,20747
19573,20749
10719,20753
17885,20755
5143,20763
11809,20775
641,122355
5809,122357
4415,122359
13931,20791
2021,122367
5755,2513
6681,20825
16881,122381
5045,20847
4783,122391
5977,122397
11577,20873
17037,122421
14457,20889
11505,122443
11507,122443
11509,122443
11511,122443
11513,122443
11515,122443
11517,122443
14647,20913
15225,122455
13205,122465
7613,20939
7613,20941
7613,20943
21299,20945
16817,20947
3099,20961
18229,122507
4863,122513
11939,122517
17419,20977
26109,20977
17523,122531
3387,20987
14001,21001
2923,122567
1897,122569
1681,21023
13049,21025
13049,21027
8319,122593
4995,21035
19513,21045
4827,122623
9251,21053
6829,121
9793,122629
6171,21059
10721,122651
17531,122663
2257,122665
3069,21095
20971,21101
18283,21117
4669,21119
21539,21137
17939,122723
6903,21147
9829,122741
9829,122743
9829,122745
13133,122745
9829,122747
4179,2529
13733,21173
15477,21173
3177,2533
13931,21191
13931,21193
7345,21215
5241,122809
4513,123179
1355,123199
22155,21263
8319,21287
8745,21293
13049,21297
4283,21313
1789,2547
5447,2547
5447,2549
5447,2551
5447,2553
14923,21321
12321,21323
1547,21333
15543,21361
26153,21363
12321,21377
17885,21385
5,21397
10959,21405
10631,21423
2651,21427
3277,21457
1857,21459
8037,2565
4071,21475
1209,21483
2083,21491
13205,21529
11941,21553
4675,21557
16211,21567
11595,21583
10751,21609
10631,21617
10633,21617
10635,21617
2699,21631
3015,21633
2221,21657
5863,2607
20683,21699
14049,21713
23255,21723
8063,21725
17687,123417
3375,123423
3375,123425
3507,2643
3507,2645
3507,2651
3507,2653
739,123557
3259,124347
3251,124577
5251,124623
14873,124735
3137,124737
5475,124761
1451,124799
4411,124829
10819,124861
13647,124879
8661,124887
5195,124889
15153,21765
135,21767
8613,124901
15541,21781
1791,124945
5037,124979
17069,125001
5775,125055
12293,125063
1623,125067
12779,125069
16995,125075
9083,21823
4425,21825
9545,21825
5005,125133
5839,125137
7207,125149
8359,125163
7611,125167
2567,125183
4513,125191
3141,125197
19283,125233
9997,125239
8811,125243
16561,125247
11021,125259
11251,125263
19897,21851
15633,125267
4881,125287
2491,125307
12739,125309
9163,125319
19283,125321
12589,125323
13749,125329
18247,125339
4547,125359
10719,125371
5415,125413
8491,21871
1919,21873
13351,125467
13351,125485
14257,125515
15421,2701
17991,125545
15421,2703
10339,125567
3367,125575
455,125597
15979,125617
4513,125665
4475,21913
2667,125737
3017,21915
22307,21917
11401,125801
6009,21927
12231,125819
2183,125849
14025,125877
5005,125879
1265,125905
13253,21947
8533,125925
2237,125931
10631,21957
10633,21957
10631,21959
10633,21959
11599,125969
7287,21965
3997,21967
885,125983
9939,126005
16557,21973
11957,126017
19897,21977
10021,126047
18835,126053
13427,21993
1977,126097
13621,126115
11301,22001
17727,126141
8043,22013
949,126181
16835,22017
2237,126193
1395,126199
11593,22019
9019,126231
9463,126245
6259,22027
11779,126261
5423,126305
4587,126309
7557,126313
10181,22039
11925,126317
10187,126319
10631,22041
9163,126343
2425,126351
10631,22049
10633,22049
10635,22049
19275,22053
13989,126383
1265,126389
9163,126417
831,126421
8333,126425
5123,126427
1043,126441
11193,126475
14451,126477
13,22065
12293,126503
11247,126521
19283,126525
1649,126527
4719,126541
5235,22075
11861,126559
6369,126571
3069,126575
11247,126577
2703,126601
6851,126617
7679,22085
7389,2749
7985,22097
4291,22119
753,22127
1461,22143
5637,22153
8405,22171
6135,22209
9657,22211
10723,22217
6395,22227
18853,22285
8707,22291
8021,22313
10883,22315
17011,22315
9083,22319
11809,22333
771,22337
22839,22345
10433,22349
13993,22361
10741,22373
6259,22381
16691,22383
13411,22385
12567,22389
4025,22393
12987,22401
16853,22403
9729,22409
14967,22415
11873,2771
10409,22451
1877,22481
11809,22491
419,22497
7093,22507
3795,22521
3317,22529
4179,22535
9127,22567
3729,22575
6009,22585
2247,22593
3911,22595
12791,22605
5671,22631
201,22641
21813,22643
15601,22651
12119,22665
16681,22667
7613,22669
7619,22685
15457,22699
337,22717
2189,22723
7389,22731
4325,22739
4137,22745
12343,22749
5491,2813
5491,2815
2585,22819
3281,22849
2731,22857
8467,22859
18667,22889
3465,22893
2581,22909
4051,22915
5373,22935
19897,22939
251,22941
21473,22945
367,22961
867,22973
1093,22979
1543,22981
393,23005
5681,23005
21045,23005
4717,23021
6657,23023
3535,23029
12439,23073
12439,23075
7619,23079
3837,23085
7171,23087
5491,23103
9513,23131
1293,23143
13215,23189
2893,23199
3417,23219
6743,23227
14759,23233
6281,23235
13963,23239
2881,23251
2881,23253
4203,23257
5459,23261
5137,23263
13205,23299
6259,23357
18283,23375
3015,23405
201,23425
8467,23483
421,2859
18765,2859
18765,2865
5063,23539
20911,23543
11773,23557
13911,2873
9383,23593
8167,23599
13049,23601
11155,23607
1185,23625
13047,23649
11883,23655
3839,23661
15393,23675
10907,23681
4971,2909
11569,23717
1905,23719
12115,2923
6577,23743
1825,23763
14073,23771
5361,23783
13079,23803
3303,23811
18841,23837
11847,23841
3523,2937
8145,23851
1159,23857
8909,23859
10485,23879
6701,23881
13523,23915
13547,23921
20423,23927
5923,23961
5923,23963
5923,2949
10779,23983
17141,23993
19775,23995
10105,24003
3345,24039
3675,2955
3675,2957
6395,24047
3675,2959
3675,2961
3675,2963
3675,2965
3675,2967
3675,2969
4879,24065
19853,24081
12075,24087
17963,24087
25039,24111
16129,2975
8557,2979
5455,2983
5939,24131
179,2987
849,24157
6003,24159
1957,24165
5167,24169
861,24201
11297,24219
9745,3007
16731,24227
6793,3009
11627,24231
13509,3011
13247,24243
13049,24247
9769,24267
7197,24275
4951,24289
6271,24295
5923,24311
2857,24313
8059,24313
7745,24315
15965,24317
9237,24329
14963,24393
14019,24425
13047,24447
11569,24449
3839,24451
8757,3037
15335,24471
1351,24479
18121,24487
11651,24493
11317,24521
11227,24559
11963,24571
12229,24575
20757,24575
7745,24587
2731,24595
2685,24621
21715,24627
10121,24629
17649,24633
3031,24635
22195,24637
1525,24663
7613,24665
16835,24667
13381,24671
14077,24675
13049,24685
11317,24693
11769,24713
2581,24733
20983,24735
1655,24747
3615,24765
399,24777
5497,24789
161,24805
373,24835
3949,24845
961,24851
2397,24887
2629,24889
3271,24891
25,24893
3987,24897
1013,24917
865,24979
5003,24983
9039,3087
437,24995
10433,24997
4031,25029
15757,3089
3555,25049
5359,3093
9829,25079
1543,25093
4227,25119
4627,25127
8369,25137
13911,25141
8923,25157
3653,25159
6009,25163
8079,25173
9103,25175
3221,25179
4685,25211
7917,25227
1361,25237
2075,25247
3911,25251
5455,25267
3897,25277
5775,25279
15,25281
1601,25283
5775,25319
5829,25323
16201,25325
5681,25347
21045,25347
8405,25361
6311,25375
9959,25377
13905,25377
17279,25381
9063,25391
20977,25391
13865,25397
8863,25425
11571,25427
6013,25429
6861,25433
18211,25439
21947,25439
6521,25471
5141,25483
14183,25483
4153,25507
9985,25509
9059,25513
9763,25527
5799,3125
5799,3127
5321,25597
1915,25607
18675,25613
8975,25617
22477,25619
3695,25623
4879,25629
7263,25639
8909,25663
2731,25669
465,25679
12341,25695
2293,25717
7263,25727
8907,25731
3143,25735
11661,25737
8113,25751
8113,25761
20931,25769
121,3139
8161,25785
6847,25797
13,25827
12029,25831
465,25839
20931,25855
20931,25857
18255,25863
6917,25865
10303,3143
6089,25893
11019,25903
12341,25905
10873,25911
6861,25913
14759,25917
1977,25919
8909,25929
4891,25939
1295,25959
4887,25993
4691,25999
5681,26025
21045,26025
14367,26033
6847,26037
25007,26037
5373,26043
549,26045
10855,26069
17473,26073
18289,26075
14353,26077
4185,26085
7703,26087
13623,26097
6083,26109
8153,26123
13049,26127
6275,26153
5997,26157
6881,26161
18293,26165
11313,26177
9425,26179
11325,26189
14913,26193
8079,26207
12321,3161
12321,3163
14321,26231
345,3167
15733,26249
13,26269
6001,26275
8613,26289
6081,26341
5973,26347
8063,26349
14995,26353
10051,26373
2975,26389
3973,26391
8415,26407
4811,26417
16529,26429
3059,26439
281,26453
6259,26453
4475,26465
13451,26467
131,26469
7835,26473
9063,26473
20977,26473
8737,26475
10277,26483
10181,26485
13205,26505
19183,26509
4137,26539
8387,26553
1885,26557
771,26565
1573,26569
7155,26579
5509,26605
14367,26641
7999,26651
16985,26663
3007,3191
16157,26669
14443,26677
10611,26685
15213,26691
27,26699
2063,26701
6219,26703
1083,26735
14189,26759
12061,26769
9875,26775
7565,26789
2699,26793
2577,3209
16257,26801
3283,26825
667,26833
14647,26839
9763,26847
16385,26855
12249,26879
3265,26881
23113,3211
3463,26891
2017,26931
18425,26931
969,26939
6217,26949
4115,26969
5459,26979
10145,26997
15631,26997
12439,27007
12205,27011
6275,27019
11809,27021
11535,27025
11535,27027
8371,27043
8985,27065
11325,27073
3315,27075
1723,27087
1737,27093
21037,27093
7745,27121
2681,27151
13185,27167
3987,27185
591,27207
6701,27241
3283,27249
1071,27255
5267,27259
14781,27267
4551,27273
14751,27285
4007,27297
10695,27297
7605,27373
7545,27381
14643,27399
2699,27407
8613,27419
7789,27425
703,27447
5921,27451
6473,27479
2697,27481
6589,27485
10141,27501
10581,27505
5501,27513
5875,27527
8943,27529
2259,27537
627,27541
13079,27551
5963,27555
3315,27567
19,27571
3015,27589
6229,27621
13355,27623
16585,27659
6737,27663
7745,27667
20039,27669
5923,27689
5923,27691
7619,27693
17165,27703
11917,27717
4551,27781
3839,27809
14739,3277
11701,27839
20889,27845
25073,27845
15191,27849
8451,27851
483,27857
7381,27869
4089,27885
9997,27889
17473,27923
6951,27925
10187,27933
1681,27955
373,27961
14073,27965
20747,27973
5365,27985
8769,27989
6621,27991
9457,27999
11627,28005
8341,28007
2723,3335
3233,28019
2723,3337
5939,28033
337,28039
3747,3349
8259,28083
1527,3359
7829,28085
7321,28095
2073,28097
6603,28111
13657,28125
16323,28131
25605,28133
7901,3369
18595,3371
22131,28171
3931,28215
11865,28229
9127,28247
14123,3373
13643,28255
8923,28257
13049,28261
4075,28281
22839,3385
22839,3387
22839,3389
22839,3391
15623,3393
22839,3393
15623,3397
22839,3397
11569,28313
17469,28331
17469,28333
1177,28343
6259,28349
6259,28351
6183,28355
21505,28357
5267,28361
11315,28365
14801,3417
17419,28369
26109,28369
15167,28391
9083,28409
16835,28411
1317,28439
15147,28443
8371,28445
21585,28447
21585,28449
10119,28455
10119,28457
10119,28459
9037,28461
8213,28465
5509,28469
5801,28477
8887,28489
1627,28491
1627,28493
18569,28505
7163,3465
7163,3467
3015,28549
1511,28561
3139,3475
5729,28581
9707,28585
16681,3479
10575,28613
3157,28619
2381,28649
19875,28649
5621,28657
11045,28661
507,28681
8519,28683
2663,28689
737,28693
15907,28699
4771,28703
1325,28715
8343,3501
6917,28729
6373,28731
9399,28741
7613,28743
15581,28755
14945,28775
16279,28791
6955,28793
749,28825
3175,28855
12049,3531
9231,28885
8375,3535
8623,28901
3729,28903
6157,28909
1875,28919
18233,28945
13931,28947
19559,28963
10959,28967
12293,28975
13629,3545
1627,28991
151,29003
21619,3551
151,29037
12743,29049
1657,3555
21619,3555
937,29073
13931,29075
1543,29081
1543,29083
17973,29091
21931,29117
11661,29133
7011,29147
22891,29179
145,29247
4879,29251
6681,29253
1567,29255
6631,29261
6657,29411
19897,29423
19897,29425
6657,29441
6027,3577
1997,29451
10379,29455
17877,29463
18361,29463
9069,29493
21619,3585
13049,29521
10227,29525
8113,29535
6861,29537
2939,29545
8903,29547
9151,29547
7057,29573
4971,29607
5501,1253
21523,29619
5775,29661
5775,29663
13371,3637
13047,29689
13047,29691
13047,29693
17649,29701
2651,29709
2651,29711
2651,29713
9401,29725
9863,29727
2873,29731
13425,29741
2257,29743
2845,29747
6183,29749
16207,29759
13,29769
13425,29773
8975,29777
8975,29779
8541,29787
16207,29807
10265,29823
12393,29849
14977,29851
9819,29875
11007,29877
20847,29885
8975,29909
8791,29941
19921,29941
9923,29945
20947,3661
17103,29947
15135,3665
15135,3667
18653,29951
14505,1273
10631,29965
10631,29967
10631,29969
10631,29971
10631,29973
8561,29975
10477,29989
21039,29989
13021,29997
16731,30027
11519,30033
6259,3671
6259,3673
6259,3675
6259,3679
6259,3681
22055,3681
6259,3683
22055,3683
10483,30045
18709,30115
18193,30127
4629,30129
12435,30143
11161,3705
13239,30155
10791,30163
15343,30167
4295,30193
16971,30195
8611,30201
11297,30225
5047,30229
10709,30259
2525,30305
2651,30307
2651,30313
2651,30315
14689,1291
16971,30321
4295,30323
4295,30325
4295,30327
4295,30329
4295,30331
6903,30351
23,30359
19575,30439
131,126681
6383,126691
8789,126797
865,126823
1265,126853
11199,126909
1797,126911
1797,126913
12853,126919
10973,126975
3381,126987
4057,127053
4249,127071
10021,127105
12389,127149
4881,127153
6735,127157
6213,127165
2815,127355
2815,127357
3123,127491
3123,127515
3183,127593
3183,127637
3183,127641
2135,127659
3761,127745
11295,127929
11295,127931
11295,127933
12531,30461
11297,30463
10791,30479
2525,30509
3519,30513
17293,30517
12233,30535
7389,30539
12435,30543
5923,30553
1185,3759
13049,30559
10317,30561
9939,30581
20703,3763
3283,30599
3799,30607
12435,3765
12435,3767
20071,30619
9079,30657
621,30659
4773,3773
18857,3773
10259,30669
16731,30673
9923,30681
9399,30691
19653,30709
17829,30727
7515,30733
4699,1313
8975,30745
8975,30747
17773,30749
2075,30755
699,30759
17405,30771
9399,30813
9399,30817
9399,30821
11201,30833
2553,30859
17293,30881
17293,30883
6183,30885
6183,30887
6657,30893
1117,30901
4773,3791
18857,3791
15201,30971
5447,31053
8113,31061
4807,31069
2873,31093
2873,31095
12481,3807
13,31113
10631,31131
10631,31133
10631,31135
10631,31137
10631,31139
959,3809
1161,31161
18283,31167
1355,31171
1701,31187
15133,31201
5981,3817
8161,31211
8307,31219
8455,31237
1591,31239
14631,31241
8113,31251
8113,31253
8113,31255
12119,31265
8349,3827
7019,31269
7389,31281
13047,31343
19933,31347
13,31357
4879,31365
3131,31381
20701,31433
19909,31435
24447,31447
5415,31475
13585,31489
15133,31501
16583,3853
21449,31529
3519,31537
24391,31553
5327,31555
5611,31573
12233,31577
12233,31579
12233,31581
12233,31583
12233,31585
12233,31587
13077,3859
11577,31603
17107,3865
16573,31629
2259,128117
2209,128127
12055,128283
12075,128331
17963,128331
12219,128365
5215,128473
2209,128513
1039,128539
4783,128697
4783,128699
4783,128701
11571,128703
15979,128751
4213,128789
53,128795
53,128797
4513,31641
14123,31645
11297,31647
16835,31665
17987,31687
12539,1339
4665,31755
4665,31757
10495,31767
2731,31769
1801,87281
11535,87287
1535,31823
7679,87313
10487,31837
9191,87355
1349,31843
10501,31849
5651,87419
8823,87423
10751,87439
12911,87441
9389,87443
16207,87455
18255,87459
10793,3901
8113,31907
10793,3903
20931,31939
4137,87491
7999,87493
1873,87495
8473,87509
2525,87515
8867,31985
16739,87521
17791,3915
8569,31995
6023,87537
16267,87539
15749,87541
10743,3917
10743,3919
10281,87545
6259,87555
5777,87557
8243,87559
7509,87565
5201,87567
4137,87575
3281,3921
6681,32035
6793,87607
10335,32043
1505,87611
8113,32057
24065,32079
18231,3923
18637,3923
257,32115
22673,87625
3277,32125
11053,87633
5235,32139
5863,32143
3283,32145
8823,87645
5775,32199
131,87663
6819,32227
20493,87671
25605,32233
2651,87679
201,32235
14529,32247
20009,87699
11681,32261
22839,32267
11813,87737
9657,87745
12031,87751
16267,87757
8021,32289
6519,87773
8033,32305
6915,87783
7673,32321
4295,87795
6259,87797
4137,87801
10795,87805
16695,32353
16695,87815
8607,3933
8557,32361
1025,87839
5235,87839
7679,87841
5769,87849
2257,87853
7619,32385
19029,87879
10067,1347
1889,32391
8059,32393
15023,32395
10721,32403
7999,87889
3839,32415
12513,3945
1491,32419
9835,32425
20957,87901
18193,87903
14001,32431
16551,32433
6427,87907
10631,32439
10633,32439
17473,32441
13887,87917
10631,87969
10633,87969
10631,87973
10633,87973
10635,87973
10631,87975
10633,87975
10635,87975
10631,87977
10633,87977
10635,87977
10631,87979
10633,87979
10635,87979
10631,87981
10633,87981
10635,87981
10657,87981
1907,32467
1165,87991
399,87993
1819,87997
13901,87999
2205,88007
12025,88043
2815,88093
5041,88155
5241,88177
5241,88179
5241,88181
1799,88189
527,88191
5241,88211
2195,88243
11583,88385
1109,88575
12627,88597
2657,88599
10631,88617
10631,88619
10633,88619
10635,88619
10657,88619
2121,32505
1819,88633
3095,32543
863,88639
15781,32561
14367,32563
14835,32571
10709,32577
8063,32591
1117,32611
10695,32613
1891,32623
20961,32629
4971,32639
7929,3989
9825,32663
9189,3993
3883,32671
13381,32699
9379,32723
213,32731
201,32735
14657,32747
12355,32781
10647,32785
14007,32795
15959,32807
4295,32813
9997,32819
14427,32823
215,1357
2651,32843
4295,32845
14427,32877
1543,32883
15623,32887
22839,32887
10181,32889
6251,32933
6255,32945
17283,32947
13813,4015
681,32953
4295,32955
4295,32957
4279,4025
12233,32987
12233,32989
12233,32991
12233,32993
12233,32995
12233,32997
7241,32999
5447,33003
6081,33019
5057,33021
12255,33023
2651,33025
4971,4029
13511,33095
13049,33097
11163,33109
17775,33113
10291,33115
11735,33117
1891,33127
2257,33169
639,33183
11599,33185
9391,33189
2139,33207
17283,33231
1543,33257
1543,33259
1543,33261
1543,33263
1543,33265
1543,33267
1543,33269
1543,33271
1543,33273
8113,33281
21615,33297
21615,33299
1877,33301
10941,33305
10599,33309
15099,33311
13603,4055
13565,33317
11875,33323
13847,33327
24391,33329
12233,33333
12233,33335
3163,33337
2149,33343
6861,33351
10599,33381
12941,33391
1819,4063
15733,33405
9997,33411
433,33419
355,4091
20883,33423
17189,4099
1543,33431
1543,33433
1543,33435
1543,33439
1543,33441
1543,33443
1543,33447
1543,33449
3615,33455
6915,4105
19939,1379
1591,33467
1591,33469
1591,33471
16129,4111
17905,4113
9095,33571
1187,4117
1375,4137
22195,33589
22623,33591
4251,33615
973,33617
7661,33619
8765,33621
15437,33627
7731,33633
1199,4157
12269,33651
1575,33653
1585,33683
1585,33685
5215,33691
5215,33693
5217,33695
16201,33721
787,33723
16201,33723
16201,33753
787,33755
16201,33755
2265,33785
18853,33829
2755,33831
12005,33871
3427,33873
19199,33883
16795,33905
7389,33933
18705,33973
13375,33975
18313,33987
1197,34003
7389,34005
7389,34007
14117,34015
6829,34017
13213,34029
16169,34041
12007,34067
1311,4211
21043,34289
7535,34297
16201,34329
787,34331
16201,34331
3559,34367
5513,34371
3473,34391
1531,34457
2135,34459
16781,4229
11691,4245
5753,4247
15695,4267
705,34503
775,34513
19573,34525
7439,129009
11305,129015
4551,34557
7155,34557
8363,34569
11269,34589
437,34593
705,34605
705,34611
705,34615
1831,34631
1831,34633
433,34643
7797,34649
767,34655
5501,34665
17273,34679
1671,34691
13565,34701
14431,34707
779,34719
663,34723
103,34765
24423,4301
17877,4311
18361,4311
18225,4319
16445,4321
5159,183
17877,4339
18361,4339
4879,4385
8593,4405
1061,4445
6925,1429
2209,88661
2209,88669
2209,88673
2209,88687
2237,88709
2209,88717
2209,88727
2209,88733
14873,88735
2209,88741
2209,88745
6193,88747
1153,88761
2209,88767
2205,88781
2209,88783
1657,1435
21619,1435
4397,4503
22073,4503
4397,4505
22073,4505
11611,88797
1637,88805
8525,88807
12513,88817
10757,88831
5945,88841
8397,88843
2209,88871
4059,4517
15313,88911
15603,88923
6259,88951
13355,4523
10647,88955
9137,88963
7745,88967
2209,88969
7791,1437
13391,88977
11847,88979
15623,191
22839,191
9855,88983
1995,88987
4457,88999
7745,89009
11545,89013
15563,89023
2211,89037
22155,89041
7205,4535
13049,89063
12355,89071
6427,89075
1673,4543
8211,89077
14429,89085
10963,89095
8397,89105
14703,89113
2227,89133
5075,89143
2205,89145
6809,89171
543,89177
22195,89183
10999,89185
1543,89191
16557,89211
12233,89219
21619,89237
8215,89239
7619,89245
14605,89247
2943,89251
8433,89257
1365,89271
19135,89279
1923,89293
2209,89299
347,89301
16535,89309
5075,89313
2731,193
13593,89325
3491,89337
2209,89345
2929,89355
10101,89367
5359,89369
7145,89387
17361,89393
8363,89397
14951,89397
3823,89409
863,89411
2929,89413
14873,89423
16695,89431
5253,89435
17475,4595
3127,89465
13157,89467
7827,89497
16351,89497
3419,89503
6903,4599
5901,89511
2209,89527
10905,89549
14873,89591
523,89599
2237,89601
3717,89607
3319,89617
1553,89621
1473,89633
3965,89643
15943,89645
9647,89651
6347,89655
8131,89659
2573,89661
3965,89681
16529,89683
2573,89689
16731,89695
8609,89699
1343,4617
7427,89709
8761,89711
6577,4619
8363,89737
14951,89737
22195,89739
7673,89743
10631,89769
10633,89769
10635,89769
3121,89779
2209,89823
2751,89825
5733,89827
14393,89837
17293,89847
12027,89853
17233,89855
12349,89863
2209,89873
10647,89885
4195,89889
4259,89915
2209,89923
